 id      bayes.sfh.sfr  bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err    bayes.IRAS3  bayes.IRAS3_err    bayes.LSST-g  bayes.LSST-g_err    bayes.LSST-i  bayes.LSST-i_err    bayes.LSST-r  bayes.LSST-r_err     bayes.LSST-u  bayes.LSST-u_err    bayes.LSST-y  bayes.LSST-y_err    bayes.LSST-z  bayes.LSST-z_err        bayes.PSW     bayes.PSW_err    bayes.SCUBA850  bayes.SCUBA850_err  bayes.WFIRST_106  bayes.WFIRST_106_err  bayes.WFIRST_129  bayes.WFIRST_129_err  bayes.WFIRST_158  bayes.WFIRST_158_err  bayes.WFIRST_184  bayes.WFIRST_184_err    best.chi_square  best.reduced_chi_square  best.agn.beta  best.agn.fracAGN  best.agn.gamma  best.agn.opening_angle  best.agn.psy  best.agn.r_ratio  best.agn.tau  best.attenuation.B_B90  best.attenuation.E_BVs.nebular.continuum_old  best.attenuation.E_BVs.nebular.continuum_young  best.attenuation.E_BVs.nebular.lines_old  best.attenuation.E_BVs.nebular.lines_young  best.attenuation.E_BVs.stellar.old  best.attenuation.E_BVs.stellar.young  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.ebvs_old_factor  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.dust.gamma  best.dust.qpah  best.dust.umin  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age  best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.agn.agn_luminosity  best.agn.luminosity  best.agn.scatt_luminosity  best.agn.therm_luminosity  best.attenuation.nebular.continuum_old  best.attenuation.nebular.continuum_young  best.attenuation.nebular.lines_old  best.attenuation.nebular.lines_young  best.attenuation.stellar.old  best.attenuation.stellar.young  best.dust.luminosity     best.dust.mass  best.sfh.integrated       best.sfh.sfr  best.sfh.sfr100Myrs  best.sfh.sfr10Myrs   best.stellar.lum  best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young  best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young  best.stellar.n_ly  best.stellar.n_ly_old  best.stellar.n_ly_young     best.LSST-u     best.LSST-g     best.LSST-r     best.LSST-i     best.LSST-z     best.LSST-y  best.WFIRST_106  best.WFIRST_129  best.WFIRST_158  best.WFIRST_184     best.IRAS3         best.PSW     best.SCUBA850 
  0      1932.14783023      335.102112041        904710244090.0            342271772747.0  2157.60038146    246.419562818   52.9185770753     2.68409274734   91.4564523882     2.92278517007   71.5150143862     2.89211731121    25.3344028426      2.6308954915   124.062989456      3.4068056712   106.506483844     2.87952827249    14.8303325828     1.79215302291     3.43813276896      0.472383745759     139.861717488          3.1759325033     166.450941502         6.07863562073     195.126184351         9.78076372115     223.958972073         13.1717203657  1.35248638974e-21        1.12707199145e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68739047145                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07603722893           1.37852910701                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0               20.0            62.5519781583               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.67287438764e+35                         7.56387110946e+37                   9.89535934772e+35                     1.60173838368e+38             7.50928000116e+39               3.66111450096e+39      1.1858536973e+40  6.17573568751e+36       958516152498.0      1753.14370994        9585.16152498        2108.1803028  1.44276503619e+40     9.0174619608e+38        3.98052431505e+36          8.97765671765e+38     9.49917603958e+39        4.9284743223e+39      231235294520.0          229879981903.0             1355312617.65       727280851790.0           707554367568.0              19726484222.3  2.72917810343e+56      1.67570319089e+54        2.71242107152e+56   26.5249044835   52.2496969764   69.7081728232   89.8474850119   105.705870194   124.081964898    139.023594055    163.339075323    191.903119433    219.815727678  2414.38083562    16.9719662285     3.27052825205 
  5      3896.45227792      267.171183561        176625836160.0             18452700593.2  2490.27108209    181.663504113   31.5888414986     1.72845172056   50.7149836564     1.99658443992   37.7788323572     1.45309194781     19.256922897     1.71971623919   63.0390964646     2.60800218067   53.0778312086     2.28088048254    19.9026113234     1.74732705282     6.51105596374      0.422433088153     71.8471432732         2.06072902096     83.7671822281         3.86882114601     97.7867737497         5.98890233535     113.138138073         8.07810215993  3.29002407565e-22        2.74168672971e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68670281171                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07740408141           1.38556639292                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              100.0            37.7017406409               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        5.4540132887e+35                         1.49455290298e+38                   1.15495125488e+36                     3.16489098837e+38              3.4095609265e+39               6.67843672467e+39     1.14426662831e+40  5.95915690828e+36       262393387149.0      3678.60924112        2623.93387149       3671.32986208  1.32981993051e+40    1.77404778038e+39        4.68096333159e+36          1.76936681705e+39     4.19955453502e+39       9.09864477011e+39       51189043804.9           49015258369.5             2173785435.43       211204332342.0           176664830159.0              34539502183.2  5.37905829997e+56      1.95582134525e+54        5.35950008651e+56   19.6318842805   31.7077226303   37.6022875897   50.7805136468   53.0485239022   63.3478532509    71.8144904778    82.6836473872    97.1112377223    113.043863241  2524.98840649     21.487169271     6.27986054452 
  6  1.22188717831e-05  2.18756424463e-05        453902030060.0             49899985707.8  76.9588215882    8.67797517439    6.0493134367    0.404326104071   16.3358731445    0.780256424897   11.6365720082    0.496071455641    1.02054332378    0.146757878822   24.3461524321     1.16686475527   20.6046795818     1.01240609569   0.320293588289   0.0358374313568  0.00396121369152   0.000396044267292     27.6963964032         1.22149411707     33.4671682091         1.33546739312     39.3018624689         1.68780922216     45.4051160252         2.23273526989      84.5491078373            7.04575898645           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.79076997166                                         0.352                                             0.8                                     0.352                                         0.8                               0.352                                   0.8         3.60573985726           1.43701258419                              0.44                              0.0                                 3.0                                217.5                            35.0              1.0              0.9            4.58            50.0                  0.5                 0.0                     400.0               -2.0         500.0                20.0              500.0               0.0                50.0               20.0            459.859798689               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       3.08852418257e+34                         6.60163325014e+29                   6.52427388674e+34                     1.38438817176e+30             4.79512580469e+38               3.07753586716e+31     4.79885399045e+38  2.32351322031e+34       726014018165.0  1.32260059399e-05    0.000319172337644   1.65698693842e-05  8.21729669315e+38    5.53315551879e+35        5.53308687527e+35           6.8643512551e+30     8.21729631074e+38       3.82413811122e+31      255627884525.0          255627884514.0             10.8313170093       470386133640.0           470386133485.0              154.867328514  1.08175554165e+53      1.08173481356e+53        2.07280935319e+48   1.07896041809   6.11497560252   11.4208302527   15.8796484544   20.0288635591   23.7328626577    27.2277320954    33.5695872997    40.0160429079    46.7736461468  80.0110373571   0.334585258518  0.00400386984254 
 11    0.0425610834709     0.477455025814        968407524987.0             61344321573.9  215.063496254    16.9862911487   9.62695733443    0.231642422646   20.7464283804    0.492789166563   15.7777207605    0.338012788079    2.18604311452    0.060365163831   30.6307806767    0.508356858049   25.8214961582     0.52902923195    1.28301767595    0.303526736891   0.0177211697507     0.0051500866236     35.2446500916        0.444811059801     44.3850031278        0.970757481777      55.682112263         1.79993393383     68.6433800612         2.85370519252      60.0876941764            5.00730784804           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           2.07715611323                                          0.22                                             0.5                                      0.22                                         0.5                                0.22                                   0.5         2.50783022144           1.86020184412                              0.44                              0.5                                 3.0                                217.5                            35.0              1.0              0.1            0.47            20.0                  0.5                 0.0                     400.0               -2.0         500.0                20.0              500.0               0.0                50.0               20.0            459.859798689               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.35868446661e+34                         1.38704250549e+30                   1.32426983821e+35                     2.89198718898e+30             1.16836656248e+39               6.35311248478e+31      1.1691309671e+39  5.31853631637e+35    1.49141100365e+12  2.71694627095e-05    0.000655658326855   3.40385790224e-05  1.68803444586e+39    1.13664596263e+36        1.13663186157e+36          1.41010624294e+31     1.68803436731e+39       7.85571836886e+31      525122422270.0          525122422248.0              22.250183836       966288581381.0           966288581063.0              318.135507129  2.22219141464e+53      2.22214883405e+53        4.25805921163e+48   2.18053798309   9.64492316312   15.7164025855   20.6221485067   25.6612631802     30.45428319    34.9201167326     43.594311195    54.5957355895     67.313074275  220.375472343     1.5179895505   0.0219793673105 
 10      1523.12932637      101.148304022         67672884755.9             6456928441.01  974.493495897    66.9396742755   11.8587996987    0.639974035899   18.9326688754    0.807996361538   14.0803361258     0.51127167074    7.33353093788    0.660261704722    23.515414303    0.877598181497   19.7584584197    0.763920209866    7.81972941877    0.715564757369     2.54408363566      0.160948758792     26.7044422406         0.77184422607     30.8140434567         1.22895301734     35.9567117833         1.80460410063     41.6689445032         2.41704858819  4.59238014055e-22        3.82698345046e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68653383479                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07748680445           1.38643798628                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              200.0            34.7085331203               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.08769981355e+35                          6.0852231152e+37                   4.42094911002e+35                     1.28861733573e+38             1.21488930861e+39               2.69340250975e+39     4.45964790432e+39  2.32251303674e+36        89444395577.1      1508.68799556        894.443955771       1472.38998158  5.16784796739e+39    7.21982512681e+38        1.79290453315e+36          7.20189608148e+38     1.49289864818e+39        3.6749493192e+39       16800180737.9           15937765269.3             862415468.678        72644210419.2            58782730492.0              13861479927.2  2.18966113681e+56      7.48653815399e+53        2.18217459866e+56   7.50316200131    11.943335051   13.9820848774   18.9823999444   19.4712689123   23.2643601711    26.3966690451    30.2438009092    35.4407487686    41.2621100097  990.717424661     8.5479205367     2.55358945164 
 13  9.10653165693e-06   0.00018003772861        248319291412.0             28276226855.9  21.0822363327    1.91961107406   1.51455773423   0.0500061852047   6.70329062102    0.214212227949   4.08878614204    0.135721292918   0.189634147946   0.0123454386478   11.0261194164    0.263538175827   9.05817222252    0.248766401592  0.0873862114274  0.00773471336025  0.00145217581688   0.000119351779913     12.5663864328        0.269337616562     15.4781533582        0.343314187943     18.4954620512        0.508749874502     21.3729629723        0.740359663039      116.871815517            9.73931795971           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0             1.777822326                                           0.5                                             0.5                                       0.5                                         0.5                                 0.5                                   0.5         5.75408320882           1.29117186192                               1.0                             -0.5                                 3.0                                217.5                            35.0              1.0              0.9            0.47            50.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0               20.0            959.924550964               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       1.76459799797e+34                         9.14161314061e+18                   3.67311732139e+34                     1.90288199413e+19             1.17043808087e+38               4.52998694447e+20     1.17247976345e+38  5.51391034814e+33       397768605544.0  2.01473116682e-16    5.32780654852e-15   2.53666149707e-16  2.61813900519e+38    2.99582209288e+35        2.99582209288e+35          1.04737953695e+20     2.61813900519e+38       5.84535411672e+20      154160643550.0          154160643550.0         1.66139244222e-10       243607961994.0           243607961994.0          2.37052151371e-09  6.10461523873e+52      6.10461523873e+52        3.16253509008e+37  0.182166102763    1.5128844675   4.12174852617   6.77719841363   9.15703702727   11.1380694191    12.6482718079    15.4562640934    18.3850730045    21.1673893517  22.0187895286  0.0872731901584  0.00140659482703 
 12  8.16742445455e-06  0.000226297322743        425618702303.0             51868108157.2  41.4315530932    4.33735202527   2.69172382702    0.190214189205    9.9112097654    0.308618716584   6.36976991883    0.268453588057   0.441719208304   0.0444790469106   16.0418261183    0.439492271082   13.1974557528    0.362278837943   0.173110507575   0.0177251973992  0.00270089052349   0.000253278085003     18.3870969157        0.521160298974     23.1059379994        0.843385275577     28.3741519003         1.34236703918     33.6158903519         1.88582647927      90.5650390376            7.54708658647           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.77510573752                                         0.352                                             0.8                                     0.352                                         0.8                               0.352                                   0.8         3.54541373776           1.43188655058                              0.44                              0.0                                 3.0                                217.5                            35.0              1.0              0.9             2.5            50.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0               20.0            959.924550964               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       3.09730467007e+34                         1.78987548018e+19                   6.54282200291e+34                     3.75343850497e+19             2.38313800114e+38               8.36226865605e+20      2.3867638508e+38  1.15270124686e+34       706847838770.0  3.58024326484e-16    9.46768671966e-15   4.50773055466e-16  4.65251875494e+38    5.32367397069e+35        5.32367397069e+35          1.86122773831e+20     4.65251875494e+38       1.03873856978e+21      273948512270.0          273948512270.0         2.95234877957e-10       432899326500.0           432899326500.0          4.21249436323e-09  1.08481012022e+53      1.08481012022e+53        5.61992842647e+37  0.446488735603   2.69316158024   6.36251265824   9.89561945772   13.1827505565   16.0343393596    18.3817141993    23.1539947827    28.5368235216    33.8982358208  42.8054138935   0.174317263266  0.00266038073661 
 15      56.8249239958      6.02892023162         23689213560.3              3310287718.5  132.121183632    15.7154723397   2.39548742383    0.126952642762     3.669437176    0.156316197688   3.03377116084    0.116537877941    1.25965251932    0.142454700464   4.83020161486    0.186473301342   4.23860740928    0.165286064753    1.84141694037    0.186015456947     0.12143255617     0.0107675712544     5.35114929165        0.178656005686     6.19133767697        0.218269496725      7.0707782831         0.31748341442     7.92121889161         0.44865692979      82.7688849717            6.89740708098           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.38481345079                                          0.22                                             0.5                                      0.22                                         0.5                                0.22                                   0.5         2.64779753037           1.13043033864                              0.44                              0.1                                 0.0                                217.5                            35.0              1.4              0.9            0.47            50.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0               20.0            62.5519781583               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       1.43560771398e+34                         2.88645714612e+36                   3.11871690871e+34                      6.0690661276e+36             2.31446715351e+38               1.34340254906e+38     3.90393663869e+38  2.95603955783e+35        33176176849.7      60.6798389493        331.761768497        72.968371346  4.99370071838e+38    3.12112541836e+37        1.37773973121e+35          3.10734802105e+37      3.2878563746e+38       1.70584434378e+38        8003519820.6           7956609717.97             46910102.6336        25172656814.9            24489883418.2              682773396.645  9.44623574445e+54       5.7999466429e+52        9.38823627802e+54   1.24419351126   2.37350525205   3.03408997091   3.69082334819   4.32099081016   4.95373914286    5.45735881658    6.22813431013    7.11026924304    7.95988798451    147.4999402     1.7091670178    0.124124541467 
 17     0.116460973154     0.795543677727        697591420763.0             48084830599.9  151.484161434    13.3321487412   6.81318503905    0.306111023071   14.8402931296    0.369222117067   11.2474880325    0.231614291778    1.54768808739   0.0803970896142   21.9525261017    0.481818908248    18.497331206    0.454776056818    1.03162645707    0.211651723374    0.014616462772    0.00349782464835     25.2990347956        0.442495592331     31.9936148278        0.816682306012     40.1879824935         1.39811796297     49.5498147352         2.15636013154      61.0011929116            5.08343274264           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           2.10541337361                                          0.22                                             0.5                                      0.22                                         0.5                                0.22                                   0.5          2.5078099869           1.88842223126                              0.44                              0.5                                 0.0                                217.5                            35.0              1.0              0.1            0.47            30.0                  0.5                 0.0                     400.0               -2.0         500.0                20.0              500.0               0.0                50.0               20.0            459.859798689               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        4.6107549134e+34                         1.00982087598e+30                   9.67483212382e+34                     2.10581168627e+30             8.54266090065e+38               4.62064115977e+31     8.54822700849e+38  3.76817736254e+35    1.08565919689e+12  1.97777654805e-05     0.00047728056909    2.4778076784e-05  1.22878945934e+39    8.27411183051e+35        8.27400918309e+35           1.0264741292e+31     1.22878940215e+39       5.71849937709e+31      382258133966.0          382258133950.0             16.1968207657       703401062927.0           703401062696.0              231.583874819     1.61762421e+53      1.61759321384e+53          3.099615822e+48   1.56240723114   6.84094064284   11.1493719478   14.6607649961   18.2834839749   21.7375129368    24.9600407692    31.2593584428    39.2744492054    48.5443837731  161.667198747    1.17575421725   0.0165633168725 
 16     0.142557721863      3.75133383288        690547180002.0            140077523167.0  248.342509289    84.6906781054   12.0755901697     1.59883742155   22.6103844179     1.53722065059   18.3326973123     1.80407080095    2.93289358266    0.478109512639   30.6218271527    0.771892906995   26.7782418249      1.1582245876    3.63128172831     0.65682267829   0.0513490705718     0.0122834710798     34.2521119109        0.479567445595     40.5074645805         1.42090811142     47.9520060172         3.32506086349     56.5973929398         5.48218707336      77.0811741656            6.42343118046           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           2.07715611323                                          0.22                                             0.5                                      0.22                                         0.5                                0.22                                   0.5         2.50783022144           1.86020184412                              0.44                              0.5                                 3.0                                217.5                            35.0              1.4              0.9            0.47            50.0                  0.5                 0.0                     400.0               -2.0         500.0                20.0              500.0               0.0                50.0               20.0            459.859798689               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.21052056042e+34                         1.35472298457e+30                   1.29341298518e+35                     2.82460090479e+30             1.14114241656e+39               6.20507841151e+31     1.14188900976e+39  8.64632138252e+35    1.45665958908e+12  2.65363862068e-05    0.000640380811617   3.32454450251e-05   1.6487015023e+39    1.11016093941e+36        1.11014716692e+36          1.37724931315e+31     1.64870142557e+39       7.67267202877e+31      512886528239.0          512886528217.0             21.7317316046       943773060840.0           943773060530.0              310.722621699   2.1704120628e+53      2.17037047437e+53        4.15884204039e+48   2.12972919916     9.420186506   15.3501941959   20.1416311776    25.063329282   29.7446669822    34.1042840478    42.5627302514    53.2649589621    65.5886309833  412.066528247    4.48963728842   0.0511469472928 
 19  0.000378497745602   0.00212677766227        297614948502.0             90943790786.8  18.0678887256    2.65545387603  0.957648945095   0.0806423157865   4.43698134685    0.181182158454   2.63000732049    0.135853276089   0.146401981763   0.0143832720904   7.90855333988    0.335378097842   6.26368136459    0.233354446206  0.0760210110251   0.0110825681168  0.00147948845787   0.000171689342561     9.35777400388        0.492794316894      12.253051682        0.803844350512     15.3339939212         1.10947792772     18.4142812668         1.50886281254      98.8288294527            8.23573578773           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           2.03945571972                                          0.44                                             1.0                                      0.44                                         1.0                                0.44                                   1.0         4.49304977986           1.61113091936                              0.44                             -0.1                                 3.0                                217.5                            35.0              1.0              0.9            4.58            50.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0               20.0            959.924550964               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       1.58429983084e+34                         8.91381348634e+18                   3.32858880308e+34                      1.8712323553e+19             1.23522539913e+38               4.15448236453e+20      1.2370360022e+38  5.98949147199e+33       350342415240.0  1.77451355689e-16     4.6925689663e-15   2.23421381965e-16  2.30597671543e+38     2.6386284212e+35         2.6386284212e+35          9.22499844217e+19     2.30597671543e+38       5.14840902637e+20      135779977211.0          135779977211.0         1.46330362114e-10       214562438029.0           214562438029.0          2.08788280653e-09  5.37675828871e+52      5.37675828871e+52        2.78546412738e+37  0.150855510135   1.04677264209   2.69597755758   4.42071532913   6.07387370515   7.53035735687     8.7690202742    11.3725021199    14.2361751161    17.0423620749  20.6523324968  0.0867716861266  0.00132660560919 
 18     0.011793645757      0.18917151569        452617110791.0            137656803353.0  67.6007494684    7.57186034669   2.78621842824    0.196268244386    8.8179816772    0.371116600354   5.87713164019    0.241421484453   0.487901872909   0.0775801061002   14.3496090767    0.655922322012   11.7060814076    0.516775171374   0.305249832595   0.0365836390556  0.00417258981001   0.000891032850798     16.7932395513        0.765132271781     21.8314646299        0.904441178655     27.5481092503          1.2610441331     33.5788090521         2.03995567522      64.1262329124             5.3438527427           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           2.06859472945                                          0.22                                             0.5                                      0.22                                         0.5                                0.22                                   0.5         2.51940903002           1.85663397254                              0.44                              0.5                                 3.0                                217.5                            35.0              1.0              0.3            4.58            50.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0               20.0            959.924550964               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.19341918594e+34                         2.47302938574e+19                   8.73328213734e+34                     5.15627262554e+19             4.03907110077e+38               1.13523389737e+21     4.04395962344e+38  5.87322623091e+34       954874626187.0  4.83651963218e-16    1.27898160275e-14    6.0894541827e-16  6.28504730903e+38    7.19170507976e+35        7.19170507976e+35          2.51431643896e+20     6.28504730903e+38       1.40322294151e+21      370074673643.0          370074673643.0         3.98830240773e-10       584799952544.0           584799952544.0          5.69062216757e-09  1.46546060017e+53      1.46546060017e+53         7.5919126594e+37    0.5912092515    2.7755457941   5.74963444371   8.44963043366   11.1068441706   13.5304550071    15.8100111652     21.055989366    27.5881950542    34.7376380417   67.702360422   0.352705774962  0.00515202703812 
