 id  bayes.sfh.sfr  bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err    bayes.LSST-g  bayes.LSST-g_err    bayes.LSST-i  bayes.LSST-i_err    bayes.LSST-r  bayes.LSST-r_err    bayes.LSST-u  bayes.LSST-u_err   bayes.LSST-y  bayes.LSST-y_err    bayes.LSST-z  bayes.LSST-z_err  bayes.WFIRST_106  bayes.WFIRST_106_err  bayes.WFIRST_129  bayes.WFIRST_129_err  bayes.WFIRST_158  bayes.WFIRST_158_err  bayes.WFIRST_184  bayes.WFIRST_184_err    best.chi_square  best.reduced_chi_square  best.agn.beta  best.agn.fracAGN  best.agn.gamma  best.agn.opening_angle  best.agn.psy  best.agn.r_ratio  best.agn.tau  best.attenuation.B_B90  best.attenuation.E_BVs.nebular.continuum_old  best.attenuation.E_BVs.nebular.continuum_young  best.attenuation.E_BVs.nebular.lines_old  best.attenuation.E_BVs.nebular.lines_young  best.attenuation.E_BVs.stellar.old  best.attenuation.E_BVs.stellar.young  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.ebvs_old_factor  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.dust.gamma  best.dust.qpah  best.dust.umin  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age  best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.agn.agn_luminosity  best.agn.luminosity  best.agn.scatt_luminosity  best.agn.therm_luminosity  best.attenuation.nebular.continuum_old  best.attenuation.nebular.continuum_young  best.attenuation.nebular.lines_old  best.attenuation.nebular.lines_young  best.attenuation.stellar.old  best.attenuation.stellar.young  best.dust.luminosity     best.dust.mass  best.sfh.integrated     best.sfh.sfr  best.sfh.sfr100Myrs  best.sfh.sfr10Myrs   best.stellar.lum  best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young  best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young  best.stellar.n_ly  best.stellar.n_ly_old  best.stellar.n_ly_young     best.LSST-u     best.LSST-g     best.LSST-r     best.LSST-i     best.LSST-z     best.LSST-y  best.WFIRST_106  best.WFIRST_129  best.WFIRST_158  best.WFIRST_184 
  0  3102.49338097      1938.02491055     1.09082668262e+12            621079329447.0   53.8250404139     2.96428050655   93.0707853328     3.52857053382   72.6901998589      3.7717890848   25.3945936799     3.41896965517  122.062818679     4.15812065751   105.354367605      4.3847800354     137.701733148         3.69764357795     161.813811352         6.26279374361     185.844570841         10.4781950453      210.52160041         15.1018139615   1.1630582988e-21        1.29228699866e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68739047145                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07603722893           1.37852910701                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0               20.0            62.5519781583               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.67287438764e+35                         7.56387110946e+37                   9.89535934772e+35                     1.60173838368e+38             7.50928000116e+39               3.66111450096e+39      1.1858536973e+40  6.17573568751e+36       958516152498.0    1753.14370994        9585.16152498        2108.1803028  1.44276503619e+40     9.0174619608e+38        3.98052431505e+36          8.97765671765e+38     9.49917603958e+39        4.9284743223e+39      231235294520.0          229879981903.0             1355312617.65       727280851790.0           707554367568.0              19726484222.3  2.72917810343e+56      1.67570319089e+54        2.71242107152e+56   26.5249044835   52.2496969764   69.7081728232    89.847485012   105.705870194   124.081964898    139.023594055    163.339075323    191.903119433    219.815727678 
  5  2937.10627602      1274.69264683        308984440731.0            222955590388.0   32.0439785829     1.92292849091   50.4614109767     2.13190898331   39.1049401364     2.15627957916   18.3157214893     2.43201224373  63.1143187102     2.45942191387   54.0674479406     2.46645376748      71.606419508         2.24453004556     83.7244366523         3.64390914687     96.0729663175         5.64939003722     108.614908403         7.93662122248  2.63173363622e-22        2.92414848468e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68670281171                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07740408141           1.38556639292                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              100.0            37.7017406409               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        5.4540132887e+35                         1.49455290298e+38                   1.15495125488e+36                     3.16489098837e+38              3.4095609265e+39               6.67843672467e+39     1.14426662831e+40  5.95915690828e+36       262393387149.0    3678.60924112        2623.93387149       3671.32986208  1.32981993051e+40    1.77404778038e+39        4.68096333159e+36          1.76936681705e+39     4.19955453502e+39       9.09864477011e+39       51189043804.9           49015258369.5             2173785435.43       211204332342.0           176664830159.0              34539502183.2  5.37905829997e+56      1.95582134525e+54        5.35950008651e+56   19.6318842805   31.7077226303   37.6022875897   50.7805136468   53.0485239022   63.3478532509    71.8144904779    82.6836473872    97.1112377223    113.043863241 
  6  41.2279167483      127.452980662        774190777821.0            236874986687.0   4.99014145847    0.374601477269   16.4905704509     0.58914218233   11.1532796293    0.590296021597   1.04588081734    0.114076593563  25.7616354675    0.695867624124   21.4355512138     0.64755872222     29.5441618001        0.883179819716     35.8286825734         1.38665985936     41.8848853836         2.38277512091     48.4091117162          3.5346926531  1.11625189508e-21        1.24027988342e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.66572898133                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.05990426798           1.37008070074                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              100.0            798.082458895               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.10442644719e+34                         1.88663709668e+35                   8.69160419092e+34                     3.99517523513e+35             4.12700874859e+38               8.58642019062e+36     4.23481705807e+38  2.20542474128e+35       999489994080.0    4.58103504356        7.37987080495       4.77187735924  7.89321972043e+38      2.956538436e+36        7.21678809392e+35           2.2348596266e+36     7.77656933803e+38       1.16650382403e+37      377536948067.0          377534064400.0             2883667.50596       621953045998.0           621908210906.0              44835091.8467  8.23737925114e+53      1.47185648999e+53        6.76552276115e+53   1.02372147013   5.45965818526   11.2180690135   16.3294002494   21.0858046964   25.2764775916     28.661341637    35.1678571593    42.8321879367    50.9120296091 
 11  366.157689101      360.408835549        565618244157.0            237805719799.0   8.65651758934    0.586850408494   21.6437804281     1.00576034438   15.4350792628    0.957551804116    2.5585688211    0.306901438166  31.8495569759    0.949650804096   26.8280939194     1.03556223388     36.2865721753        0.964181788728     43.7391517118         1.74659829603     51.1883832558         3.10738704438     58.8414371849         4.62145390488  5.29772864581e-22        5.88636516201e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.67469699198                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07474486522           1.37349789005                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              200.0            625.926545444               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.61224427438e+34                         6.91405944284e+36                    1.4002202448e+35                      1.4641331451e+37             7.58049373141e+38               3.11625835317e+38     1.13284324764e+39  5.89966577561e+35       959485954187.0    169.123734447        207.125756929       172.203612235  1.64363080841e+39    8.28130076504e+37        9.36837687783e+35          8.18761699627e+37     1.21963927553e+39       4.23991532878e+38      347259136872.0          347156170443.0             102966428.925       612226816800.0           610607747622.0              1619069178.48  2.50310881234e+55      2.37116556329e+53        2.47939715671e+55    2.5405697573   8.98863855099   15.5698243497   21.5483909834    26.697672396   31.6728474984    35.8471119143    43.2237147896    51.7222621917     60.799070598 
 10  1105.00153306      471.148072574        108756257790.0             78671967024.9   12.0499149104    0.734006924473   18.7426252659    0.835775910665   14.5376124888    0.820467968654   7.00309060355    0.912286337046  23.2073805617    0.879415784584   19.8988016416    0.889723455583     26.3110769564        0.815605436287     30.6615974203         1.34308005149     35.1296060834          2.1069325765      39.682724146         2.97237498706  4.01077842681e-22        4.45642047424e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68653383479                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07748680445           1.38643798628                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              200.0            34.7085331203               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.08769981355e+35                          6.0852231152e+37                   4.42094911001e+35                     1.28861733573e+38             1.21488930861e+39               2.69340250975e+39     4.45964790431e+39  2.32251303674e+36        89444395577.1    1508.68799556        894.443955771       1472.38998158  5.16784796738e+39    7.21982512681e+38        1.79290453314e+36          7.20189608148e+38     1.49289864818e+39        3.6749493192e+39       16800180737.9           15937765269.3             862415468.678        72644210419.2            58782730492.0              13861479927.2  2.18966113681e+56      7.48653815399e+53        2.18217459866e+56   7.50316200131    11.943335051   13.9820848774   18.9823999444   19.4712689123   23.2643601711    26.3966690451    30.2438009092    35.4407487686    41.2621100097 
 13  69.7399311862      180.090179413        484942615972.0            204415159490.0   1.29894000675    0.088233077913   6.18109393005    0.221278744503   3.57974347454     0.21182926902  0.210906221997    0.023254670292  11.4077070005    0.310581047113   8.84666810092    0.264291859795     13.7411450802        0.430736344182     18.2635024605        0.812141653583     22.9180181319          1.3988981185     27.6591538142         2.10477069552  1.16364081718e-21        1.29293424132e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.65011405287                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07405713195           1.36347001971                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        3000.0                20.0             3000.0               0.0                50.0              200.0            2597.53625279               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       3.94102730035e+34                          9.4324699649e+32                   8.34558734112e+34                     1.99743609814e+33             1.37697412027e+38                4.2568634981e+34     1.38202090577e+38    7.197343018e+34       999993010752.0  0.0230499887783      0.0292976817015     0.0235412217997  3.06332366857e+38    6.72606170469e+35        6.61435783837e+35          1.11703866323e+34     3.06274460485e+38       5.79063718422e+34      439938655787.0          439938641691.0             14096.2495639       560054354964.0           560054133648.0              221315.898056  1.44708623896e+53      1.41326119102e+53        3.38250479404e+51  0.218696880222   1.29715502503   3.60411733999   6.09880567554   8.79835942646   11.3476708918    13.6811588052    18.2416452154    23.0703451347    28.1890923131 
 12  55.6539835256      167.002344296        653345536436.0            252083318030.0   2.40398568146    0.166447000521   9.75230934021    0.374595512773   6.04093642714    0.336381726913   0.44095980302   0.0540847155545  16.7743772621    0.512279135425   13.3969431224    0.458448381416     19.8115634088         0.62875368501      25.406750858          1.0494439424     31.0582443379         1.83903567762     36.9468743445         2.78821559042  8.15091989197e-22        9.05657765775e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.65620631765                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07250527031           1.36575327032                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        2000.0                20.0             2000.0               0.0                50.0              200.0            1595.25528686               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.59782104609e+34                         9.32884163188e+34                   9.73642509801e+34                     1.97549158372e+35             2.24082843781e+38               4.20873197907e+36     2.29672075743e+38  1.19609530064e+35       999497381593.0    2.28023420543        2.87188193402       2.32706295436  4.73400633255e+38    1.89263989289e+36        7.87885061793e+35           1.1047548311e+36     4.67675183228e+38       5.72545002694e+36      416813207349.0          416811814423.0             1392925.63503       582684174237.0           582662296540.0              21877696.9513   4.9941323374e+53        1.648788895e+53         3.3453434424e+53  0.445143765325   2.42707585139   6.05811285901   9.75873134576    13.418777978    16.689884124    19.5476763789    25.2107440295     31.527318952     37.952844544 
 15  225.688106685       95.984020953         21538770398.7             15569432834.4   2.47466965113    0.152318782574   3.82133281125     0.17478678697   2.96732949028    0.170446591176    1.4501910375    0.185999132531  4.70461793102    0.174874115029   4.03726324705     0.17758357018     5.33021796652        0.164473460587     6.19755441655        0.272946539009     7.09214702522        0.432069475075     8.00579936665        0.611124943339  4.68843331029e-22        5.20937034477e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68642895634                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3          3.0775304209           1.38694094099                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              500.0             32.996367451               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.31458364733e+34                         1.30467752013e+37                   9.13663670033e+34                     2.76280760483e+37             2.41358838277e+38               5.74203192374e+38     9.33746919733e+38  4.86280406127e+35        17359235150.7    324.866461843        173.592351507       312.853828017  1.08036891459e+39    1.54751051258e+38        3.70664620864e+35          1.54380386637e+38     2.96209745927e+38       7.84159168664e+38       3184632196.76           3002582128.09             182050068.667        14174602013.9            11228114742.4              2946487271.49   4.6940749166e+55      1.54721933128e+53        4.67860272329e+55   1.55445503132   2.45530290871   2.85351889023   3.88576678152   3.94262834303   4.71148535471    5.34827798532    6.10893694492    7.14768668554    8.32114814566 
 17  367.735492665       305.30575843        455364771873.0            190689973815.0   5.65036152096    0.355929294326   14.9057132795    0.711895442607   10.2923341156    0.642106599701     1.690100153    0.211181660062   23.025010158    0.733033133503   18.9776033777    0.775841018193     26.6902209934          0.7261581458     33.3341158646          1.3882900973     40.1847745917         2.56242382316     47.1389062879         3.82291736399  1.04955886602e-21         1.1661765178e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.67190117917                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07596103115           1.37193437891                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        2000.0                20.0             2000.0               0.0                50.0              500.0            1134.90748015               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.75785886424e+34                         5.97728949411e+36                   1.43105584134e+35                     1.26576112609e+37             5.09660924748e+38               2.68109549314e+38     8.32491232445e+38   4.3354806967e+35       908348191353.0    146.745045351        158.132594072       147.739599268  1.21284890879e+39    7.17503469117e+37        9.78541472956e+35          7.07718054388e+37     8.47792309303e+38       3.65056599488e+38      356335402669.0          356247534094.0             87868575.4199       552012788241.0           550623261266.0              1389526975.05   2.1677031939e+55      2.42338328039e+53         2.1434693611e+55   1.70771811818   5.56341101788   10.3019413857   15.0379494889   19.1862538819   23.2261585245    26.6837584773    33.0945875816    40.4252480299    48.0842703647 
 16  614.921383554      564.172456134        384068720690.0            205793139964.0   11.1002264611    0.783260235707    22.291007228    0.928184014133   16.7264664877    0.998580311468   4.39833998854    0.550542422804  30.4521210045     1.03277715233   26.0398512958     1.01551917257     34.4194856949          1.1334285687     40.6202430206          1.8254829173     46.8787848685         2.97598523262      53.345295701         4.26446104807  9.53676540819e-22        1.05964060091e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68144715619                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07625770137           1.37767239452                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              500.0             439.89272181               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        1.0703027975e+35                         2.20560484673e+37                   2.26649165236e+35                     4.67062684057e+37             1.07553107963e+39               9.88359999891e+38      2.2641329665e+39  1.17912410227e+36       593723101278.0    541.882473718        568.579037108       544.318399088  2.85785788024e+39    2.62291781311e+38        1.15385350965e+36          2.61137927801e+38     1.51190947899e+39       1.34594840125e+39      200016409866.0          199693024643.0             323385223.026       393706689783.0           388586892644.0              5119797138.29  7.94772953339e+55      3.83812973387e+53        7.90934823605e+55   4.56875720491   11.1695968242   16.4116121839   21.9653960183   25.7191622958   30.3313640127    34.2730840916    40.5335318465    47.7624244318    55.5401023526 
 19  69.1047393271      143.086006939        378326767565.0            183649455579.0  0.884069823605   0.0517591016683   4.42043367174    0.162257216825   2.50253937998    0.138460946428  0.139025809769   0.0150325939226  8.38708035525    0.229891467723   6.42685090968    0.193751738041     10.1972668483        0.301149311566     13.7644433691        0.554502585615     17.4471084856        0.951039241737     21.1850327991         1.46428550838  1.33432553836e-21        1.48258393151e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.64797575454                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07578816618           1.36253674552                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        5000.0                20.0             5000.0               0.0                50.0              500.0            3991.17841063               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.86328893812e+34                         3.70679374363e+34                   6.06335000872e+34                     7.84957032403e+34             9.94679950538e+37               1.66363498715e+36     1.01794785919e+38  5.30130903697e+34       999499813304.0   0.909634446367       0.995674993152      0.917043971337  2.27093468353e+38    9.16651695317e+35        4.77754674722e+35          4.38897020596e+35     2.24828475153e+38       2.26499319923e+36      455810124919.0          455809579152.0             545766.720106       543689688382.0           543681063712.0               8624670.2487  2.35604632201e+53      1.02678180752e+53        1.32926451449e+53  0.143190486114  0.877413590279   2.53280905496   4.36986203123   6.40102247978   8.35875688391    10.2062562093    13.7704227288    17.4788345269    21.4961293371 
 18  110.895587816      165.139517157        515219598664.0            213049754497.0   2.49033663353    0.158921235695   8.90295457082    0.422143640055   5.64199439934    0.379179206121  0.550298817035   0.0691782898195  15.0257179409    0.468763363569   12.0285764731     0.45978522657     17.7492158656        0.535142194354     22.8764899174        0.964929980687     28.1999481304         1.85088150752     33.7135987507         2.87279183422   1.0854120881e-21        1.20601343122e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.66164344748                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07584856801           1.36726953252                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        3000.0                20.0             3000.0               0.0                50.0              500.0            2021.59050656               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.73924516415e+34                          1.2139057143e+36                   1.00359072481e+35                     2.57058766422e+36             2.33802924836e+38               5.44669187395e+37      2.9977336893e+38  1.56117158203e+35       982633524787.0    29.7946408434        32.3879504919       30.0192217862  5.29603622757e+38    1.51425609042e+37        7.69624221544e+35          1.43729366827e+37     4.55445451059e+38        7.4158171698e+37      417904369358.0          417886508928.0             17860430.1172       564729155338.0           564446823640.0              282331697.897  4.52304339044e+54      1.69950389957e+53        4.35309300049e+54  0.572329312035   2.42827261257   5.55114141514   8.79931015026   12.0443861266    15.088854591      17.78595395    23.0112336119    28.7369415421    34.7144102781 
