 id   bayes.sfh.sfr  bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err    bayes.LSST-g  bayes.LSST-g_err    bayes.LSST-i  bayes.LSST-i_err    bayes.LSST-r  bayes.LSST-r_err    bayes.LSST-u  bayes.LSST-u_err    bayes.LSST-y  bayes.LSST-y_err    bayes.LSST-z  bayes.LSST-z_err        bayes.PSW    bayes.PSW_err  bayes.WFIRST_106  bayes.WFIRST_106_err  bayes.WFIRST_129  bayes.WFIRST_129_err  bayes.WFIRST_158  bayes.WFIRST_158_err  bayes.WFIRST_184  bayes.WFIRST_184_err    best.chi_square  best.reduced_chi_square  best.agn.beta  best.agn.fracAGN  best.agn.gamma  best.agn.opening_angle  best.agn.psy  best.agn.r_ratio  best.agn.tau  best.attenuation.B_B90  best.attenuation.E_BVs.nebular.continuum_old  best.attenuation.E_BVs.nebular.continuum_young  best.attenuation.E_BVs.nebular.lines_old  best.attenuation.E_BVs.nebular.lines_young  best.attenuation.E_BVs.stellar.old  best.attenuation.E_BVs.stellar.young  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.ebvs_old_factor  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.dust.gamma  best.dust.qpah  best.dust.umin  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age  best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.agn.agn_luminosity  best.agn.luminosity  best.agn.scatt_luminosity  best.agn.therm_luminosity  best.attenuation.nebular.continuum_old  best.attenuation.nebular.continuum_young  best.attenuation.nebular.lines_old  best.attenuation.nebular.lines_young  best.attenuation.stellar.old  best.attenuation.stellar.young  best.dust.luminosity     best.dust.mass  best.sfh.integrated     best.sfh.sfr  best.sfh.sfr100Myrs  best.sfh.sfr10Myrs   best.stellar.lum  best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young  best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young  best.stellar.n_ly  best.stellar.n_ly_old  best.stellar.n_ly_young     best.LSST-u     best.LSST-g     best.LSST-r     best.LSST-i     best.LSST-z     best.LSST-y  best.WFIRST_106  best.WFIRST_129  best.WFIRST_158  best.WFIRST_184        best.PSW 
  0   2769.57202271      801.203525008     1.02344980606e+12            470354678187.0    53.891693753     2.74009639418   92.0761871587     3.50814168072   72.4232892332     3.17520438097   24.9723264511     2.33696609119   120.095051405     4.87037784019   103.982761334     4.42189334636    16.7773021209    2.09447333791     136.384851125         4.14148027149     163.561647397         6.71837283048     190.484803397         11.0776564459     218.999871999         15.5809119048  1.23148769493e-21        1.23148769493e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68739047145                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07603722893           1.37852910701                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0               20.0            62.5519781583               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.67287438764e+35                         7.56387110946e+37                   9.89535934772e+35                     1.60173838368e+38             7.50928000116e+39               3.66111450096e+39      1.1858536973e+40  6.17573568751e+36       958516152498.0    1753.14370994        9585.16152498        2108.1803028  1.44276503619e+40     9.0174619608e+38        3.98052431505e+36          8.97765671765e+38     9.49917603958e+39        4.9284743223e+39      231235294520.0          229879981903.0             1355312617.65       727280851790.0           707554367568.0              19726484222.3  2.72917810343e+56      1.67570319089e+54        2.71242107152e+56   26.5249044835   52.2496969764   69.7081728232   89.8474850119   105.705870194   124.081964898    139.023594055    163.339075323    191.903119433    219.815727678   16.9719662285 
  5   3392.02842612      1217.36316624        246201605877.0            184059556739.0   32.0419674431      1.9796078462   50.6969690464     2.03860954619   38.6600834414     2.28977175051   18.9280322751     2.07583656951   63.0003747403     2.65651420153   53.6121739997     2.48979330076    20.2519123042    2.49409556466     71.5168977098           2.316833009     83.4269223209         3.86800172822     97.0221301324           6.303583765     111.906632909         8.89507002465  2.63943556887e-22        2.63943556887e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68670281171                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07740408141           1.38556639292                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              100.0            37.7017406409               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        5.4540132887e+35                         1.49455290298e+38                   1.15495125488e+36                     3.16489098837e+38              3.4095609265e+39               6.67843672467e+39     1.14426662831e+40  5.95915690828e+36       262393387149.0    3678.60924112        2623.93387149       3671.32986208  1.32981993051e+40    1.77404778038e+39        4.68096333159e+36          1.76936681705e+39     4.19955453502e+39       9.09864477011e+39       51189043804.9           49015258369.5             2173785435.43       211204332342.0           176664830159.0              34539502183.2  5.37905829997e+56      1.95582134525e+54        5.35950008651e+56   19.6318842805   31.7077226303   37.6022875897   50.7805136468   53.0485239022   63.3478532509    71.8144904779    82.6836473872    97.1112377223    113.043863241    21.487169271 
  6   7.60489985453      16.9567244366        836250484256.0            215551148947.0    4.9748027792    0.414057324896   16.4567194647    0.514464135138   11.1854345152    0.479484571847   1.03691213394    0.109103755433   25.7827798469    0.736672536645   21.4407211543    0.609810456886   0.431399113454  0.0565519971964     29.6418160855        0.931812471496     35.9973928637         1.33050075634     42.0223995469         2.12455746808     48.6543770227         3.11950694469  1.15266625976e-21        1.15266625976e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.66572898133                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.05990426798           1.37008070074                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              100.0            798.082458895               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.10442644719e+34                         1.88663709668e+35                   8.69160419092e+34                     3.99517523513e+35             4.12700874859e+38               8.58642019062e+36     4.23481705807e+38  2.20542474128e+35       999489994080.0    4.58103504356        7.37987080495       4.77187735924  7.89321972043e+38    2.95653843599e+36        7.21678809392e+35           2.2348596266e+36     7.77656933803e+38       1.16650382403e+37      377536948067.0          377534064400.0             2883667.50596       621953045998.0           621908210906.0              44835091.8467  8.23737925114e+53      1.47185648999e+53        6.76552276115e+53   1.02372147013   5.45965818526   11.2180690135   16.3294002494   21.0858046964   25.2764775916     28.661341637    35.1678571593    42.8321879367    50.9120296091  0.440408735873 
 11   173.090132018      87.0263395028        672481683138.0            177775330040.0   8.64625061826     0.59068887989    21.668092743    0.846597122953   15.5741475887    0.796163641242   2.55381428015    0.311237264317   31.8330148229     1.03655777384   26.9370373142    0.958907154349    1.53574607094   0.220276348439     36.2291475926         1.10894254347     43.7751714884         1.70134024811     51.4030546619         2.83489851428     59.4839368778          4.1276794131  6.88725388639e-22        6.88725388639e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.67469699198                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07474486522           1.37349789005                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              200.0            625.926545444               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.61224427438e+34                         6.91405944284e+36                    1.4002202448e+35                      1.4641331451e+37             7.58049373141e+38               3.11625835317e+38     1.13284324765e+39  5.89966577561e+35       959485954187.0    169.123734447        207.125756929       172.203612235  1.64363080841e+39    8.28130076505e+37        9.36837687784e+35          8.18761699627e+37     1.21963927553e+39       4.23991532878e+38      347259136872.0          347156170443.0             102966428.925       612226816800.0           610607747622.0              1619069178.48  2.50310881234e+55      2.37116556329e+53        2.47939715671e+55    2.5405697573   8.98863855099   15.5698243497   21.5483909834    26.697672396   31.6728474984    35.8471119143    43.2237147897    51.7222621917     60.799070598   1.60237259002 
 10   1233.56506157      507.165252486         94459941498.4             64700778907.2   12.0874757003    0.785903852839   18.8181579272    0.845596241867   14.4731179896    0.915100158273   7.18039611344    0.829583170131   23.2737423861    0.931825344732   19.8660486854    0.876909242312    7.92136633995    1.05381746938     26.3248246595         0.91168644109     30.5030910894         1.40629067579     35.3822050349         2.28870550172     40.7682721131         3.29510856579   4.0120784401e-22         4.0120784401e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68653383479                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07748680445           1.38643798628                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              200.0            34.7085331203               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.08769981355e+35                          6.0852231152e+37                   4.42094911001e+35                     1.28861733573e+38             1.21488930861e+39               2.69340250975e+39     4.45964790431e+39  2.32251303674e+36        89444395577.1    1508.68799556        894.443955771       1472.38998158  5.16784796738e+39    7.21982512681e+38        1.79290453314e+36          7.20189608148e+38     1.49289864818e+39        3.6749493192e+39       16800180737.9           15937765269.3             862415468.678        72644210419.2            58782730492.0              13861479927.2  2.18966113681e+56      7.48653815399e+53        2.18217459866e+56   7.50316200131    11.943335051   13.9820848774   18.9823999444   19.4712689123   23.2643601711    26.3966690451    30.2438009092    35.4407487686    41.2621100097    8.5479205367 
 13  0.776737204646      2.71420870552        522562593104.0            127068396894.0   1.29691423447   0.0885729510425   6.18966834448    0.150200041268   3.62390565398    0.131022715799  0.208587580423    0.021557735005   11.4100943275    0.302023488695   8.89682105631    0.186955829175   0.133604208597  0.0197387168718     13.7084435857        0.480830471629     18.3089385485        0.832352597776     23.2088877646         1.22556234179     28.2517420138         1.75243776331   1.1800998699e-21         1.1800998699e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.65011405287                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07405713195           1.36347001971                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        3000.0                20.0             3000.0               0.0                50.0              200.0            2597.53625279               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       3.94102730034e+34                          9.4324699649e+32                   8.34558734112e+34                     1.99743609814e+33             1.37697412027e+38                4.2568634981e+34     1.38202090577e+38    7.197343018e+34       999993010752.0  0.0230499887783      0.0292976817015     0.0235412217997  3.06332366856e+38    6.72606170469e+35        6.61435783837e+35          1.11703866323e+34     3.06274460485e+38       5.79063718422e+34      439938655787.0          439938641691.0             14096.2495639       560054354964.0           560054133648.0              221315.898056  1.44708623896e+53      1.41326119102e+53        3.38250479404e+51  0.218696880222   1.29715502503   3.60411733999   6.09880567554   8.79835942646   11.3476708918    13.6811588052    18.2416452154    23.0703451347    28.1890923131  0.141730907413 
 12   6.05431217459      11.1223045308        620616464285.0            207930178367.0   2.46987075732    0.184213153161   9.84253620159     0.31767529809   6.16852506375    0.270827042086  0.431152309948   0.0535336236715   16.7033723065     0.50677202799   13.4629607141    0.394353213298   0.236529662214  0.0364693067198     19.5647589608        0.656816613741     25.0062309633         1.15364577875     30.7021453342         2.07512163437     36.6209494025         3.08332802668  9.31393790668e-22        9.31393790668e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.65620631765                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07250527031           1.36575327032                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        2000.0                20.0             2000.0               0.0                50.0              200.0            1595.25528686               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.59782104609e+34                         9.32884163188e+34                     9.736425098e+34                     1.97549158372e+35             2.24082843781e+38               4.20873197907e+36     2.29672075743e+38  1.19609530064e+35       999497381593.0    2.28023420543        2.87188193402       2.32706295436  4.73400633255e+38    1.89263989289e+36        7.87885061793e+35           1.1047548311e+36     4.67675183228e+38       5.72545002693e+36      416813207349.0          416811814423.0             1392925.63503       582684174237.0           582662296540.0              21877696.9513   4.9941323374e+53        1.648788895e+53         3.3453434424e+53  0.445143765325   2.42707585139   6.05811285901   9.75873134576    13.418777978    16.689884124    19.5476763789    25.2107440294     31.527318952     37.952844544  0.240089029701 
 15   245.058849156        110.8126105         19826189761.2             12816752980.6   2.49029909525    0.166407625701   3.82797291095    0.185043793293   2.96786392635    0.196615965862   1.48190928234    0.175628433165   4.72161911668    0.183931503444   4.04217127631    0.174113231136     1.6696134203   0.233630617856     5.32865767855        0.191333463756     6.15544948743        0.281383940705     7.12822328625         0.46259175617     8.20721464003         0.67939163394   4.6961950858e-22         4.6961950858e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68642895634                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3          3.0775304209           1.38694094099                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              500.0             32.996367451               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.31458364733e+34                         1.30467752013e+37                   9.13663670033e+34                     2.76280760483e+37             2.41358838277e+38               5.74203192374e+38     9.33746919733e+38  4.86280406127e+35        17359235150.7    324.866461843        173.592351507       312.853828017  1.08036891459e+39    1.54751051258e+38        3.70664620864e+35          1.54380386637e+38     2.96209745927e+38       7.84159168664e+38       3184632196.76           3002582128.09             182050068.667        14174602013.9            11228114742.4              2946487271.49   4.6940749166e+55      1.54721933128e+53        4.67860272329e+55   1.55445503132   2.45530290871   2.85351889023   3.88576678152   3.94262834303   4.71148535471    5.34827798532    6.10893694492    7.14768668554    8.32114814566   1.81010567628 
 17   142.940327308      60.0111611678        559100861166.0            136495538012.0   5.68548984876    0.386408350436   15.1734296834    0.611602362482   10.5632190728     0.58836056832   1.69148907924    0.222797636189   23.1021652291    0.711817693454   19.2326720181    0.672518230974    1.18028261126   0.174362320774     26.6284310216        0.773747160217     32.9927054561          1.3468509675     39.5395228799         2.36988327278      46.405886434         3.51111778002  1.05982502605e-21        1.05982502605e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.67190117917                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07596103115           1.37193437891                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        2000.0                20.0             2000.0               0.0                50.0              500.0            1134.90748015               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.75785886424e+34                         5.97728949411e+36                   1.43105584134e+35                     1.26576112609e+37             5.09660924748e+38               2.68109549314e+38     8.32491232445e+38   4.3354806967e+35       908348191353.0    146.745045351        158.132594072       147.739599268  1.21284890879e+39    7.17503469117e+37        9.78541472956e+35          7.07718054388e+37     8.47792309303e+38       3.65056599488e+38      356335402669.0          356247534094.0             87868575.4199       552012788241.0           550623261266.0              1389526975.05   2.1677031939e+55      2.42338328039e+53         2.1434693611e+55   1.70771811818   5.56341101788   10.3019413857   15.0379494889   19.1862538819   23.2261585245    26.6837584773    33.0945875816    40.4252480299    48.0842703647   1.23875484224 
 16   458.936740312      208.061025208        374760073707.0            179295799255.0   11.4086914891    0.769655358927   21.9449634338    0.873552264615   16.8233488367    0.817168713751   4.62860392838    0.628250238751    29.793441173     1.30809379689   25.6501925085     1.17722462096    3.56246386471   0.499100973892     33.7634516733          1.2266317754     40.4328780202         1.75426993335       47.13211376         2.81467046562     54.2204119619         3.94373551635  9.74232510281e-22        9.74232510281e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68144715619                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07625770137           1.37767239452                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              500.0             439.89272181               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        1.0703027975e+35                         2.20560484673e+37                   2.26649165236e+35                     4.67062684057e+37             1.07553107963e+39               9.88359999891e+38      2.2641329665e+39  1.17912410227e+36       593723101278.0    541.882473718        568.579037108       544.318399088  2.85785788024e+39    2.62291781311e+38        1.15385350965e+36          2.61137927801e+38     1.51190947899e+39       1.34594840125e+39      200016409866.0          199693024643.0             323385223.026       393706689783.0           388586892645.0              5119797138.29  7.94772953339e+55      3.83812973387e+53        7.90934823605e+55   4.56875720491   11.1695968242   16.4116121839   21.9653960183   25.7191622958   30.3313640127    34.2730840916    40.5335318465    47.7624244318    55.5401023526   3.75012817937 
 19  0.368613117948      1.20405503825        436683753576.0            112883318161.0  0.878454972421   0.0567573482012    4.4375700395     0.11371252491   2.54583794255   0.0915582769014  0.136164152036   0.0143687227425   8.41590987479    0.216218576837   6.48392057641    0.142850277275  0.0999546803031  0.0145469557865      10.210130065        0.335526465866     13.8185981682        0.581891177553     17.6501918552        0.864603602803     21.6305861864         1.24970429948  1.40350352793e-21        1.40350352793e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.64797575454                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07578816618           1.36253674552                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        5000.0                20.0             5000.0               0.0                50.0              500.0            3991.17841063               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.86328893812e+34                         3.70679374363e+34                   6.06335000872e+34                     7.84957032403e+34             9.94679950538e+37               1.66363498715e+36     1.01794785919e+38  5.30130903697e+34       999499813304.0   0.909634446367       0.995674993152      0.917043971337  2.27093468353e+38    9.16651695317e+35        4.77754674722e+35          4.38897020596e+35     2.24828475153e+38       2.26499319923e+36      455810124919.0          455809579152.0             545766.720106       543689688382.0           543681063712.0               8624670.2487  2.35604632201e+53      1.02678180752e+53        1.32926451449e+53  0.143190486114  0.877413590279   2.53280905496   4.36986203123   6.40102247978   8.35875688391    10.2062562093    13.7704227288    17.4788345269    21.4961293371  0.106822805328 
 18    20.412978927      20.7508467564        606266216042.0            123536512504.0   2.48868555794    0.174545662863   9.03005646169    0.406611651308   5.80901009595     0.38263052812  0.543681293251   0.0748060419512   15.1576870275    0.436068438554   12.2214858152      0.4286035464   0.364278093831  0.0520476502125     17.8429328148        0.515566796881     22.7581561901        0.965042981367     27.7387270951         1.96399016413     33.0770756052         3.08545591677  1.23069820816e-21        1.23069820816e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.66164344748                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07584856801           1.36726953252                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        3000.0                20.0             3000.0               0.0                50.0              500.0            2021.59050656               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.73924516415e+34                          1.2139057143e+36                   1.00359072481e+35                     2.57058766422e+36             2.33802924836e+38               5.44669187395e+37      2.9977336893e+38  1.56117158203e+35       982633524786.0    29.7946408434        32.3879504919       30.0192217861  5.29603622757e+38    1.51425609042e+37        7.69624221544e+35          1.43729366827e+37     4.55445451059e+38        7.4158171698e+37      417904369358.0          417886508928.0             17860430.1172       564729155338.0           564446823640.0              282331697.897  4.52304339044e+54      1.69950389957e+53        4.35309300049e+54  0.572329312035   2.42827261257   5.55114141514   8.79931015026   12.0443861266    15.088854591      17.78595395    23.0112336119    28.7369415421    34.7144102781  0.385261308346 
