 id   bayes.sfh.sfr  bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err    bayes.IRAS3  bayes.IRAS3_err    bayes.LSST-g  bayes.LSST-g_err    bayes.LSST-i  bayes.LSST-i_err    bayes.LSST-r  bayes.LSST-r_err    bayes.LSST-u  bayes.LSST-u_err    bayes.LSST-y  bayes.LSST-y_err    bayes.LSST-z  bayes.LSST-z_err  bayes.WFIRST_106  bayes.WFIRST_106_err  bayes.WFIRST_129  bayes.WFIRST_129_err  bayes.WFIRST_158  bayes.WFIRST_158_err  bayes.WFIRST_184  bayes.WFIRST_184_err    best.chi_square  best.reduced_chi_square  best.agn.beta  best.agn.fracAGN  best.agn.gamma  best.agn.opening_angle  best.agn.psy  best.agn.r_ratio  best.agn.tau  best.attenuation.B_B90  best.attenuation.E_BVs.nebular.continuum_old  best.attenuation.E_BVs.nebular.continuum_young  best.attenuation.E_BVs.nebular.lines_old  best.attenuation.E_BVs.nebular.lines_young  best.attenuation.E_BVs.stellar.old  best.attenuation.E_BVs.stellar.young  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.ebvs_old_factor  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.dust.gamma  best.dust.qpah  best.dust.umin  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age  best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.agn.agn_luminosity  best.agn.luminosity  best.agn.scatt_luminosity  best.agn.therm_luminosity  best.attenuation.nebular.continuum_old  best.attenuation.nebular.continuum_young  best.attenuation.nebular.lines_old  best.attenuation.nebular.lines_young  best.attenuation.stellar.old  best.attenuation.stellar.young  best.dust.luminosity     best.dust.mass  best.sfh.integrated     best.sfh.sfr  best.sfh.sfr100Myrs  best.sfh.sfr10Myrs   best.stellar.lum  best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young  best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young  best.stellar.n_ly  best.stellar.n_ly_old  best.stellar.n_ly_young     best.LSST-u     best.LSST-g     best.LSST-r     best.LSST-i     best.LSST-z     best.LSST-y  best.WFIRST_106  best.WFIRST_129  best.WFIRST_158  best.WFIRST_184     best.IRAS3 
  0   2597.42843783       1014.8786729     1.07366239111e+12            547635193042.0   2388.0292004    307.281956181   53.8360995588     2.88662549503   92.5354567166     3.76150850394   72.8392178807     3.50585878329   24.8371079416     2.68744728364   120.679771428     5.00368870062   104.665200964     4.80155983501      136.63134788          4.1424095334     162.823479583         6.96592653904     188.743541227         12.0019700782     216.189744129         17.2131326286  1.21309599908e-21        1.21309599908e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68739047145                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07603722893           1.37852910701                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0               20.0            62.5519781583               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.67287438764e+35                         7.56387110946e+37                   9.89535934772e+35                     1.60173838368e+38             7.50928000116e+39               3.66111450096e+39      1.1858536973e+40  6.17573568751e+36       958516152498.0    1753.14370994        9585.16152498        2108.1803028  1.44276503619e+40    9.01746196081e+38        3.98052431505e+36          8.97765671765e+38     9.49917603958e+39        4.9284743223e+39      231235294520.0          229879981903.0             1355312617.65       727280851790.0           707554367568.0              19726484222.3  2.72917810343e+56      1.67570319089e+54        2.71242107152e+56   26.5249044835   52.2496969764   69.7081728232    89.847485012   105.705870194   124.081964898    139.023594055    163.339075323    191.903119433    219.815727678  2414.38083562 
  5     2933.181435      1102.85583513        284418899797.0            221606579164.0  2506.91542008    314.386813593   31.8905258657     1.94072118984   50.5048952232     2.19113319777   38.8650033163      2.0178297871    18.240286951     2.47082845226    62.526277917     2.92937501173   53.5490469574     2.70103643962     71.0842117261         2.45420616907     83.5475088496         3.81609307264     96.8978464507         6.16486731923     111.321952143         8.71696462002  3.10945214942e-22        3.10945214942e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68670281171                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07740408141           1.38556639292                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              100.0            37.7017406409               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        5.4540132887e+35                         1.49455290298e+38                   1.15495125488e+36                     3.16489098837e+38              3.4095609265e+39               6.67843672467e+39     1.14426662831e+40  5.95915690828e+36       262393387149.0    3678.60924112        2623.93387149       3671.32986208  1.32981993051e+40    1.77404778038e+39        4.68096333159e+36          1.76936681705e+39     4.19955453502e+39       9.09864477011e+39       51189043804.9           49015258369.5             2173785435.43       211204332342.0           176664830159.0              34539502183.2  5.37905829997e+56      1.95582134525e+54        5.35950008651e+56   19.6318842805   31.7077226303   37.6022875897   50.7805136468   53.0485239022   63.3478532509    71.8144904778    82.6836473872    97.1112377223    113.043863241  2524.98840649 
  6   5.34906583567      14.3374209582        834030253484.0            212458976273.0   79.653845417    11.0768871261   5.00118915253    0.379862544034   16.5951046741    0.533795416059   11.3194875636    0.513782415176   1.03999288767    0.106991272259   25.7695430946    0.710201848995   21.5239572204    0.590570426877     29.5034416076        0.927199550295     35.5663926037         1.45212377235      41.296343783          2.4801450746     47.6331306781         3.64834349066  1.16735939849e-21        1.16735939849e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.66572898133                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.05990426798           1.37008070074                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              100.0            798.082458895               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.10442644719e+34                         1.88663709668e+35                   8.69160419092e+34                     3.99517523513e+35             4.12700874859e+38               8.58642019062e+36     4.23481705807e+38  2.20542474128e+35       999489994080.0    4.58103504356        7.37987080495       4.77187735924  7.89321972043e+38    2.95653843599e+36        7.21678809392e+35           2.2348596266e+36     7.77656933803e+38       1.16650382403e+37      377536948067.0          377534064400.0             2883667.50596       621953045998.0           621908210906.0              44835091.8467  8.23737925113e+53      1.47185648998e+53        6.76552276115e+53   1.02372147013   5.45965818526   11.2180690135   16.3294002494   21.0858046964   25.2764775916     28.661341637    35.1678571593    42.8321879367    50.9120296091  79.9584316924 
 11   152.752522588      86.0784740152        666979884624.0            164394764612.0  226.653028513    32.7488094406   8.66951951015    0.597812205135   21.8660193803    0.937809095084   15.7438028244    0.898747396353   2.52737224065    0.314691926512    31.871071309     1.02533679305   27.0778495574    0.996303970626     36.1215646782         1.13623685795     43.2873939858         1.93024007956     50.5206398613         3.28618687269     58.2051288121         4.83649681572  5.30114921418e-22        5.30114921418e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.67469699198                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07474486522           1.37349789005                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              200.0            625.926545444               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.61224427438e+34                         6.91405944284e+36                    1.4002202448e+35                      1.4641331451e+37             7.58049373141e+38               3.11625835317e+38     1.13284324764e+39  5.89966577561e+35       959485954187.0    169.123734447        207.125756929       172.203612235  1.64363080841e+39    8.28130076504e+37        9.36837687783e+35          8.18761699627e+37     1.21963927553e+39       4.23991532878e+38      347259136872.0          347156170443.0             102966428.925       612226816800.0           610607747622.0              1619069178.48  2.50310881234e+55      2.37116556329e+53        2.47939715671e+55    2.5405697573   8.98863855099   15.5698243497   21.5483909834    26.697672396   31.6728474984    35.8471119143    43.2237147896    51.7222621917     60.799070598  229.993346537 
 10    1111.2844966       405.79969806         99069558125.5             79886061173.1  974.237960572    121.767610621   12.0312072954    0.757915906587   18.7920980098    0.866184422169   14.4768938207    0.746705753908   7.01600056215    0.954835891385   23.0012122852     1.09437125783   19.7213094813    0.969216549951     26.1250517837        0.953397573663     30.5776972024         1.36265458302     35.3785632169         2.19516050018     40.5917550694         3.12880496201  4.19460591525e-22        4.19460591525e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68653383479                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07748680445           1.38643798628                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              200.0            34.7085331203               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.08769981355e+35                          6.0852231152e+37                   4.42094911002e+35                     1.28861733573e+38             1.21488930861e+39               2.69340250975e+39     4.45964790432e+39  2.32251303674e+36        89444395577.1    1508.68799556        894.443955771       1472.38998158  5.16784796738e+39    7.21982512681e+38        1.79290453315e+36          7.20189608148e+38     1.49289864818e+39        3.6749493192e+39       16800180737.9           15937765269.3             862415468.678        72644210419.2            58782730492.0              13861479927.2  2.18966113681e+56      7.48653815399e+53        2.18217459866e+56   7.50316200131    11.943335051   13.9820848774   18.9823999444   19.4712689123   23.2643601711    26.3966690451    30.2438009092    35.4407487686    41.2621100097  990.717424661 
 13  0.607705257675      2.88235811311        564911082435.0            132068888202.0  25.6477112262    3.59245646623   1.30079279822    0.084883541258   6.21205339356    0.180287647261   3.66777921245    0.149917068786  0.210904971945   0.0230721889641    11.404310875    0.312930618744   8.90422980757    0.218200508592     13.7097061541        0.460842534829     18.1140043012         0.84075899433     22.5852837059         1.36357232138      27.279886547         1.98306087432  1.16646678213e-21        1.16646678213e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.65011405287                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07405713195           1.36347001971                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        3000.0                20.0             3000.0               0.0                50.0              200.0            2597.53625279               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       3.94102730034e+34                          9.4324699649e+32                   8.34558734112e+34                     1.99743609814e+33             1.37697412027e+38                4.2568634981e+34     1.38202090577e+38    7.197343018e+34       999993010752.0  0.0230499887783      0.0292976817015     0.0235412217997  3.06332366857e+38    6.72606170469e+35        6.61435783837e+35          1.11703866323e+34     3.06274460485e+38       5.79063718422e+34      439938655787.0          439938641691.0             14096.2495639       560054354964.0           560054133648.0              221315.898056  1.44708623896e+53      1.41326119102e+53        3.38250479404e+51  0.218696880222   1.29715502503   3.60411733999   6.09880567554   8.79835942646   11.3476708918    13.6811588052    18.2416452154    23.0703451347    28.1890923131    26.07074174 
 12   2.65025354774      7.98053121225        720278235871.0            218316061684.0  42.1235140137    5.77398859292   2.38515897443    0.160055597454   9.81771048999     0.28894287622   6.13481685107    0.228727180416  0.432902911423   0.0513157590024   16.8750608597    0.504450808727   13.5293486589    0.372488360822     19.8983721425        0.689605712548     25.4466358544         1.11244406832     31.0218137785         1.66950729191     36.9328823375         2.38346857914   8.1851318142e-22         8.1851318142e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.65620631765                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07250527031           1.36575327032                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        2000.0                20.0             2000.0               0.0                50.0              200.0            1595.25528686               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.59782104609e+34                         9.32884163188e+34                     9.736425098e+34                     1.97549158372e+35             2.24082843781e+38               4.20873197907e+36     2.29672075743e+38  1.19609530064e+35       999497381593.0    2.28023420543        2.87188193402       2.32706295436  4.73400633255e+38    1.89263989289e+36        7.87885061793e+35           1.1047548311e+36     4.67675183228e+38       5.72545002694e+36      416813207349.0          416811814423.0             1392925.63503       582684174237.0           582662296540.0              21877696.9513   4.9941323374e+53        1.648788895e+53         3.3453434424e+53  0.445143765325   2.42707585139   6.05811285901   9.75873134576    13.418777978    16.689884124    19.5476763789    25.2107440295     31.527318952     37.952844544  43.4553969151 
 15   226.714769987      82.4139790156         19576956223.7             16056114838.0  203.640323991    25.7206267574   2.47704442056    0.158380699689   3.83157078423    0.183407034757   2.95842245039    0.154185422464    1.4597806544    0.199567143443   4.65860527634    0.221753686022   3.99965623493    0.194301765929     5.28867577084        0.196233898965     6.17960622911        0.272779041694     7.13911687843         0.44100295805     8.18309008808        0.633074878538  6.17455911249e-22        6.17455911249e-23           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68642895634                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3          3.0775304209           1.38694094099                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0         100.0                20.0              100.0               0.0                50.0              500.0             32.996367451               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.31458364733e+34                         1.30467752013e+37                   9.13663670033e+34                     2.76280760483e+37             2.41358838277e+38               5.74203192374e+38     9.33746919733e+38  4.86280406127e+35        17359235150.7    324.866461843        173.592351507       312.853828017  1.08036891459e+39    1.54751051258e+38        3.70664620864e+35          1.54380386637e+38     2.96209745927e+38       7.84159168664e+38       3184632196.76           3002582128.09             182050068.667        14174602013.9            11228114742.4              2946487271.49  4.69407491661e+55      1.54721933128e+53        4.67860272329e+55   1.55445503132   2.45530290871   2.85351889023   3.88576678152   3.94262834303   4.71148535471    5.34827798533    6.10893694492    7.14768668554    8.32114814566  208.211720974 
 17   127.034109893      54.4783665526        588669503825.0            153915093913.0  166.855814623    23.1072182887   5.64580866734    0.395588690082   15.2090432063    0.614918308951   10.5842515324    0.585808113468   1.67077371349    0.220289273421    23.165958928    0.692034783331   19.2966153896    0.662188469023     26.6703537862        0.787932097156     32.9293044057         1.39872464354     39.3561090189         2.45161574538      46.135029672         3.68319463191  1.16268626103e-21        1.16268626103e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.67190117917                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07596103115           1.37193437891                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        2000.0                20.0             2000.0               0.0                50.0              500.0            1134.90748015               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       6.75785886424e+34                         5.97728949411e+36                   1.43105584134e+35                     1.26576112609e+37             5.09660924748e+38               2.68109549314e+38     8.32491232445e+38   4.3354806967e+35       908348191352.0    146.745045351        158.132594072       147.739599268  1.21284890879e+39    7.17503469117e+37        9.78541472956e+35          7.07718054388e+37     8.47792309303e+38       3.65056599488e+38      356335402669.0          356247534093.0             87868575.4199       552012788241.0           550623261266.0              1389526975.05   2.1677031939e+55      2.42338328039e+53         2.1434693611e+55   1.70771811818   5.56341101787   10.3019413857   15.0379494889   19.1862538819   23.2261585245    26.6837584773    33.0945875816    40.4252480298    48.0842703647  171.375233432 
 16   393.646482544       186.38978001        409608803230.0            168044292148.0  473.236155264     66.289548429    11.294420154    0.794811217203   22.1173176215    0.894771312972   16.9504123023     0.82031787214   4.43476725327    0.620036293711   30.0276163089     1.27746926816   25.9170118369     1.16775660788     33.9172370904          1.2107205589     40.3382139343         1.74112628658      46.754748426         2.89792627133     53.5905734045         4.17445564939  1.03682915454e-21        1.03682915454e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.68144715619                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07625770137           1.37767239452                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        1000.0                20.0             1000.0               0.0                50.0              500.0             439.89272181               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                        1.0703027975e+35                         2.20560484673e+37                   2.26649165236e+35                     4.67062684057e+37             1.07553107963e+39               9.88359999891e+38      2.2641329665e+39  1.17912410227e+36       593723101278.0    541.882473718        568.579037108       544.318399088  2.85785788024e+39    2.62291781311e+38        1.15385350965e+36          2.61137927801e+38     1.51190947899e+39       1.34594840125e+39      200016409866.0          199693024643.0             323385223.026       393706689783.0           388586892645.0              5119797138.29  7.94772953339e+55      3.83812973387e+53        7.90934823605e+55   4.56875720491   11.1695968242   16.4116121839   21.9653960183   25.7191622958   30.3313640127    34.2730840916    40.5335318465    47.7624244318    55.5401023526  480.496722001 
 19  0.245693311846      1.19585829561        465749259491.0            110402158869.0  18.8373119726    2.59420209375  0.880915578737   0.0512998769853   4.44851670754     0.12308189282   2.57045766944   0.0946044027522  0.137136824261    0.014303104759   8.41009237775    0.220578797849    6.4853203514    0.155147359465     10.2097453647        0.324776257959     13.7000062363        0.581120794554     17.2676590393        0.927017168827     21.0363804561         1.36389663353  1.33539557964e-21        1.33539557964e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.64797575454                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07578816618           1.36253674552                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        5000.0                20.0             5000.0               0.0                50.0              500.0            3991.17841063               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       2.86328893812e+34                         3.70679374363e+34                   6.06335000872e+34                     7.84957032403e+34             9.94679950538e+37               1.66363498715e+36     1.01794785919e+38  5.30130903697e+34       999499813304.0   0.909634446367       0.995674993152      0.917043971337  2.27093468353e+38    9.16651695317e+35        4.77754674722e+35          4.38897020596e+35     2.24828475153e+38       2.26499319923e+36      455810124919.0          455809579152.0             545766.720106       543689688382.0           543681063712.0               8624670.2487  2.35604632201e+53      1.02678180752e+53        1.32926451449e+53  0.143190486114  0.877413590279   2.53280905496   4.36986203123   6.40102247978   8.35875688391    10.2062562093    13.7704227288    17.4788345269    21.4961293371  19.3001204168 
 18   12.8147909622      18.0887262728        647125117359.0            175191950359.0  58.6244723663    7.80763677604   2.47929401615    0.169434903305   9.03281973568    0.354416309626   5.84577541643    0.336374277862  0.533892376883   0.0692439598998   15.1086484377    0.400989537669   12.2086954777    0.364403480673     17.7608726145        0.532358554352      22.622659514          1.0607711871     27.6090634859         1.94976190535     33.0163988314          2.9763267667  1.08564858729e-21        1.08564858729e-22           -0.5               0.0             4.0                   100.0         0.001              60.0           1.0           1.66164344748                                           0.3                                             0.3                                       0.3                                         0.3                                 0.3                                   0.3         3.07584856801           1.36726953252                               1.0                              0.1                                 3.0                                217.5                            35.0              1.0              0.1            0.47             3.0                  0.5                 0.0                     400.0               -2.0        3000.0                20.0             3000.0               0.0                50.0              500.0            2021.59050656               1.0                      0.02                                   10.0      12457.0636494                  1.41521977196e+25                     0.1                      0.0                  0.0                        0.0                        0.0                       4.73924516415e+34                          1.2139057143e+36                   1.00359072481e+35                     2.57058766422e+36             2.33802924836e+38               5.44669187395e+37      2.9977336893e+38  1.56117158203e+35       982633524787.0    29.7946408434        32.3879504919       30.0192217861  5.29603622757e+38    1.51425609042e+37        7.69624221544e+35          1.43729366827e+37     4.55445451059e+38        7.4158171698e+37      417904369358.0          417886508928.0             17860430.1172       564729155338.0           564446823640.0              282331697.897  4.52304339044e+54      1.69950389957e+53        4.35309300049e+54  0.572329312035   2.42827261257   5.55114141514   8.79931015026   12.0443861266    15.088854591      17.78595395    23.0112336119    28.7369415421    34.7144102781  59.4376994741 
